"BehaviorSpace results (NetLogo 5.2.1)"
"trust01_v8.nlogo"
"experiment20"
"11/03/2015 17:17:45:584 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","1","1","1","1","1","1","2","2","2","2","2","2","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6","6","7","7","7","7","7","7","8","8","8","8","8","8","9","9","9","9","9","9","10","10","10","10","10","10","11","11","11","11","11","11","12","12","12","12","12","12","13","13","13","13","13","13","14","14","14","14","14","14","15","15","15","15","15","15","16","16","16","16","16","16","17","17","17","17","17","17","18","18","18","18","18","18","19","19","19","19","19","19","20","20","20","20","20","20","21","21","21","21","21","21","22","22","22","22","22","22","23","23","23","23","23","23","24","24","24","24","24","24","25","25","25","25","25","25","26","26","26","26","26","26","27","27","27","27","27","27","28","28","28","28","28","28","29","29","29","29","29","29","30","30","30","30","30","30"
"[max]","21","35","19","4","1","1","21","13","1","21","1","1","21","14","21","2","1","1","21","23","21","2","1","1","21","23","16","9","0.5","1","21","48","13","8","0.5","1","21","17","21","1","0.25","0.14285714285714285","21","20","20","3","0.3333333333333333","0.25","21","26","21","1","1","1","21","14","16","5","0.1","1","21","31","20","6","1","0.3333333333333333","21","22","21","3","1","0.3333333333333333","21","35","14","7","1","1","21","24","14","8","1","1","21","32","7","19","1","0.16666666666666666","21","23","21","1","1","0.14285714285714285","21","13","18","4","0.3333333333333333","0.5","21","6","1","21","1","1","21","34","4","21","1","1","21","19","21","2","1","1","21","15","1","21","1","0.3333333333333333","21","10","1","21","1","0.125","21","22","2","21","1","1","21","24","21","1","1","1","21","33","1","21","1","1","21","15","4","21","1","0.2","21","14","1","21","0.5","1","21","9","16","7","1","0.25","21","8","2","21","1","0.5","21","31","16","7","0.5","0.1111111111111111"
"[mean]","21","13.083333333333334","10.166666666666666","2.5","1","1","21","8.384615384615385","0.15384615384615385","10.846153846153847","1","1","21","9","11.333333333333334","0.5333333333333333","1","1","21","13.923076923076923","9.307692307692308","0.6153846153846154","1","1","21","9","6.9","5.5","0.5","1","21","14.583333333333334","6.583333333333333","5.416666666666667","0.5","1","21","10","11.2","0.5","0.25","0.14285714285714282","21","9.454545454545455","9.909090909090908","1.7272727272727273","0.33333333333333337","0.25","21","16.785714285714285","11.714285714285714","0.42857142857142855","1","1","21","6.833333333333333","8.5","4.166666666666667","0.09999999999999999","1","21","13.923076923076923","9.384615384615385","3.6923076923076925","1","0.3333333333333333","21","13.23076923076923","11.538461538461538","0.7692307692307693","1","0.3333333333333333","21","13.6","7.5","4.9","1","1","21","11","7.428571428571429","5.214285714285714","1","1","21","13.357142857142858","4.142857142857143","9.714285714285714","1","0.16666666666666666","21","14.25","10.375","0.4375","1","0.14285714285714282","21","7.1","8.8","3.4","0.33333333333333337","0.5","21","3.7333333333333334","0.26666666666666666","10.4","1","1","21","14.333333333333334","2.111111111111111","9.333333333333334","1","1","21","12.928571428571429","11.214285714285714","0.42857142857142855","1","1","21","9.642857142857142","0.21428571428571427","11.857142857142858","1","0.3333333333333333","21","7.714285714285714","0.21428571428571427","9.071428571428571","1","0.125","21","12.428571428571429","0.7857142857142857","10.642857142857142","1","1","21","15.133333333333333","9.6","0.4","1","1","21","18.384615384615383","0.7692307692307693","10.846153846153847","1","1","21","7","2","10.5","1","0.19999999999999998","21","7.461538461538462","0.15384615384615385","10","0.5","1","21","5.2727272727272725","7.181818181818182","5.181818181818182","1","0.25","21","3.4545454545454546","0.5454545454545454","10.727272727272727","1","0.5","21","13.538461538461538","7.923076923076923","5.3076923076923075","0.5","0.11111111111111115"
"[steps]","11","11","11","11","11","11","12","12","12","12","12","12","14","14","14","14","14","14","12","12","12","12","12","12","9","9","9","9","9","9","11","11","11","11","11","11","9","9","9","9","9","9","10","10","10","10","10","10","13","13","13","13","13","13","11","11","11","11","11","11","12","12","12","12","12","12","12","12","12","12","12","12","9","9","9","9","9","9","13","13","13","13","13","13","13","13","13","13","13","13","15","15","15","15","15","15","9","9","9","9","9","9","14","14","14","14","14","14","8","8","8","8","8","8","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","14","12","12","12","12","12","12","9","9","9","9","9","9","12","12","12","12","12","12","10","10","10","10","10","10","10","10","10","10","10","10","12","12","12","12","12","12"

"[all run data]","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP","count turtles","sum [costs] of turtles","count turtles with [ p? ]","count turtles with [ _p? ]","[ranking] of turtle discoverP","[ranking] of turtle discoverNotP"
,"21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","0.5","1","21","0","1","1","0.5","1","21","0","1","1","0.25","0.14285714285714285","21","0","1","1","0.3333333333333333","0.25","21","0","1","1","1","1","21","0","1","1","0.1","1","21","0","1","1","1","0.3333333333333333","21","0","1","1","1","0.3333333333333333","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","0.16666666666666666","21","0","1","1","1","0.14285714285714285","21","0","1","1","0.3333333333333333","0.5","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","0.3333333333333333","21","0","1","1","1","0.125","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","1","21","0","1","1","1","0.2","21","0","1","1","0.5","1","21","0","1","1","1","0.25","21","0","1","1","1","0.5","21","0","1","1","0.5","0.1111111111111111"
,"21","1","2","2","1","1","21","3","1","2","1","1","21","0","2","2","1","1","21","2","2","2","1","1","21","1","2","2","0.5","1","21","0","2","2","0.5","1","21","2","2","1","0.25","0.14285714285714285","21","0","2","2","0.3333333333333333","0.25","21","3","2","1","1","1","21","1","2","2","0.1","1","21","1","2","2","1","0.3333333333333333","21","2","2","2","1","0.3333333333333333","21","1","2","2","1","1","21","0","2","2","1","1","21","1","2","2","1","0.16666666666666666","21","2","2","1","1","0.14285714285714285","21","1","2","2","0.3333333333333333","0.5","21","0","1","2","1","1","21","2","2","2","1","1","21","1","2","2","1","1","21","3","1","2","1","0.3333333333333333","21","2","1","1","1","0.125","21","1","2","2","1","1","21","3","2","1","1","1","21","3","1","2","1","1","21","1","2","2","1","0.2","21","2","1","1","0.5","1","21","2","2","2","1","0.25","21","0","2","2","1","0.5","21","2","2","2","0.5","0.1111111111111111"
,"21","2","3","2","1","1","21","5","0","3","1","1","21","1","3","2","1","1","21","5","3","2","1","1","21","2","4","3","0.5","1","21","2","3","3","0.5","1","21","3","4","1","0.25","0.14285714285714285","21","2","3","2","0.3333333333333333","0.25","21","6","3","1","1","1","21","3","4","3","0.1","1","21","2","3","3","1","0.3333333333333333","21","4","3","3","1","0.3333333333333333","21","2","3","3","1","1","21","2","3","3","1","1","21","2","3","3","1","0.16666666666666666","21","4","3","1","1","0.14285714285714285","21","2","3","4","0.3333333333333333","0.5","21","1","1","3","1","1","21","3","3","3","1","1","21","4","3","2","1","1","21","6","1","4","1","0.3333333333333333","21","5","1","2","1","0.125","21","3","2","3","1","1","21","6","3","1","1","1","21","6","1","3","1","1","21","2","3","4","1","0.2","21","4","0","2","0.5","1","21","2","3","3","1","0.25","21","1","2","4","1","0.5","21","4","4","3","0.5","0.1111111111111111"
,"21","3","5","3","1","1","21","5","0","4","1","1","21","4","4","2","1","1","21","8","4","2","1","1","21","3","5","5","0.5","1","21","3","4","4","0.5","1","21","6","6","1","0.25","0.14285714285714285","21","5","5","2","0.3333333333333333","0.25","21","9","5","1","1","1","21","6","6","4","0.1","1","21","4","4","5","1","0.3333333333333333","21","6","5","3","1","0.3333333333333333","21","4","5","4","1","1","21","3","4","3","1","1","21","4","4","4","1","0.16666666666666666","21","7","4","1","1","0.14285714285714285","21","4","5","4","0.3333333333333333","0.5","21","2","1","5","1","1","21","5","4","5","1","1","21","9","5","1","1","1","21","8","0","7","1","0.3333333333333333","21","9","0","3","1","0.125","21","5","1","4","1","1","21","9","4","1","1","1","21","9","1","4","1","1","21","3","4","7","1","0.2","21","5","0","3","0.5","1","21","3","3","5","1","0.25","21","1","1","6","1","0.5","21","5","5","5","0.5","0.1111111111111111"
,"21","5","8","3","1","1","21","6","0","6","1","1","21","7","6","1","1","1","21","12","5","1","1","1","21","6","6","7","0.5","1","21","5","5","5","0.5","1","21","10","10","1","0.25","0.14285714285714285","21","7","7","3","0.3333333333333333","0.25","21","13","7","1","1","1","21","6","6","5","0.1","1","21","8","6","6","1","0.3333333333333333","21","11","8","1","1","0.3333333333333333","21","7","7","5","1","1","21","6","5","3","1","1","21","5","5","5","1","0.16666666666666666","21","11","6","1","1","0.14285714285714285","21","6","7","4","0.3333333333333333","0.5","21","2","0","6","1","1","21","10","4","7","1","1","21","14","7","0","1","1","21","9","0","9","1","0.3333333333333333","21","9","0","4","1","0.125","21","7","1","5","1","1","21","11","5","1","1","1","21","12","1","6","1","1","21","6","4","9","1","0.2","21","5","0","4","0.5","1","21","4","4","7","1","0.25","21","2","0","9","1","0.5","21","8","6","7","0.5","0.1111111111111111"
,"21","7","11","4","1","1","21","8","0","8","1","1","21","9","8","0","1","1","21","17","7","0","1","1","21","8","6","8","0.5","1","21","7","6","6","0.5","1","21","13","14","0","0.25","0.14285714285714285","21","12","10","3","0.3333333333333333","0.25","21","16","9","1","1","1","21","7","8","5","0.1","1","21","11","8","6","1","0.3333333333333333","21","14","11","0","1","0.3333333333333333","21","12","9","6","1","1","21","9","6","5","1","1","21","7","6","7","1","0.16666666666666666","21","13","7","1","1","0.14285714285714285","21","9","10","4","0.3333333333333333","0.5","21","3","0","7","1","1","21","16","3","11","1","1","21","16","10","0","1","1","21","9","0","11","1","0.3333333333333333","21","9","0","5","1","0.125","21","9","1","7","1","1","21","14","6","1","1","1","21","15","1","8","1","1","21","8","3","12","1","0.2","21","6","0","6","0.5","1","21","5","6","7","1","0.25","21","4","0","11","1","0.5","21","10","6","7","0.5","0.1111111111111111"
,"21","10","12","4","1","1","21","10","0","11","1","1","21","11","10","0","1","1","21","17","8","0","1","1","21","12","7","9","0.5","1","21","9","7","7","0.5","1","21","15","16","0","0.25","0.14285714285714285","21","12","12","2","0.3333333333333333","0.25","21","20","12","0","1","1","21","7","9","5","0.1","1","21","13","9","6","1","0.3333333333333333","21","15","12","0","1","0.3333333333333333","21","19","10","7","1","1","21","10","7","6","1","1","21","10","7","9","1","0.16666666666666666","21","15","8","1","1","0.14285714285714285","21","11","12","4","0.3333333333333333","0.5","21","3","0","8","1","1","21","26","2","15","1","1","21","16","11","0","1","1","21","10","0","12","1","0.3333333333333333","21","9","0","6","1","0.125","21","11","1","9","1","1","21","18","7","0","1","1","21","19","1","11","1","1","21","11","2","14","1","0.2","21","7","0","9","0.5","1","21","7","8","7","1","0.25","21","4","0","13","1","0.5","21","12","6","7","0.5","0.1111111111111111"
,"21","16","13","3","1","1","21","11","0","14","1","1","21","11","12","0","1","1","21","18","10","0","1","1","21","16","10","8","0.5","1","21","14","8","7","0.5","1","21","17","18","0","0.25","0.14285714285714285","21","12","14","1","0.3333333333333333","0.25","21","22","14","0","1","1","21","8","10","5","0.1","1","21","17","10","5","1","0.3333333333333333","21","17","14","0","1","0.3333333333333333","21","25","11","7","1","1","21","11","9","7","1","1","21","13","7","11","1","0.16666666666666666","21","17","10","0","1","0.14285714285714285","21","12","14","4","0.3333333333333333","0.5","21","4","0","9","1","1","21","33","0","19","1","1","21","16","12","0","1","1","21","11","0","13","1","0.3333333333333333","21","9","0","8","1","0.125","21","14","1","11","1","1","21","18","8","0","1","1","21","23","1","13","1","1","21","11","1","16","1","0.2","21","7","0","12","0.5","1","21","8","10","7","1","0.25","21","5","0","15","1","0.5","21","14","7","7","0.5","0.1111111111111111"
